prioridade;situacao;fim;dias_restantes;veredito;uf;municipio;orgao;titulo;faltam;pagina_oficial;motivo_sem_pagina_oficial;familia_de_rota;exige_navegador;id
4;sem_prazo_confirmado;;;atencao;SC;;PNCP — MUNICIPIO DE BALNEARIO ARROIO DO SILVA;O Objeto do presente edital de chamamento público é o processo de seleção de Empreendedores Familiares Rurais, Grupos Formais de Agricultore;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;d846d4f3
4;sem_prazo_confirmado;;;atencao;GO;GO/Alvorada do Norte;PNCP — MUNICIPIO DE ALVORADA DO NORTE;Realização de Chamamento Público visando a Seleção de Agentes Culturais, das Demais Áreas Culturais, que tenham prestado relevante contribuição ao desenvolvimento artístico ou cultural do Município de Alvorada do Norte, COM RECURSOS DA LEI COMPLEMENTAR Nº 195/2022 (LEI PAULO GUSTAVO).;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;db310a0fc81e8c860adc
4;sem_prazo_confirmado;;;atencao;RS;RS/Novo Hamburgo;PNCP — MUNICIPIO DE NOVO HAMBURGO;"CHAMAMENTO PÚBLICO CULTURAL Nº 08/2024 - Edital de fomento à projetos continuados de Pontos de Cultura (PNAB) Cultura Viva do Tamanho do Brasil, para o desenvolvimento da ""REDE MUNICIPAL DE PONTOS DE CULTURA DE NOVO HAMBURGO"" por meio da Política Nacional de Cultura Viva (PNCV), instituída pela Lei";prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;dcb954069dd462c887e4
4;sem_prazo_confirmado;;;atencao;RS;RS/Sapucaia do Sul;PNCP — MUNICIPIO DE SAPUCAIA DO SUL;Edital a seleção de Entidades Educacionais, sem fins lucrativos, para formalizar Termo de Colaboração para a execução imediata do atendimento a 90 (noventa) vagas da Educação Infantil, etapa creche- crianças de zero a três anos e onze meses, matriculadas em turno integral ou parcial, de no mínimo 1;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e080181a9a109e669934
4;sem_prazo_confirmado;;;atencao;RS;RS/Bento Gonçalves;PNCP — FUNDACAO CASA DAS ARTES DE BENTO GONCALVES;CRIAÇÃO DE CHAMAMENTO PÚBLICO PARA PESSOAS JURÍDICAS, COM OU SEM FINS LUCRATIVOS (LIVREIROS, DISTRIBUIDORAS E EDITORAS), PARA EXPOSIÇÃO E COMERCIALIZAÇÃO DE MATERIAIS LITERÁRIOS NA 39ª FEIRA DO LIVRO DE BENTO GONÇALVES;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e177587a928805d87bee
4;sem_prazo_confirmado;;;atencao;RJ;RJ/Bom Jesus do Itabapoana;;O presente Termo de Referência tem por objeto fundamentar e orientar a execução do Edital de Chamamento Público BOM JESUS EM CENA – Audiovisual Cultural e Turístico do Município de Bom Jesus do Itabapoana – RJ, realizado com recursos da Política Nacional Aldir Blanc de Fomento à Cultura (PNAB), inst;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e59147d5c5bbf24f3208
4;sem_prazo_confirmado;;;atencao;SC;SC/Mirim Doce;PNCP — MUNICIPIO DE MIRIM DOCE;Seleção de projetos culturais de AUDIOVISUAL e, de acordo com o inciso II do artigo 6º da Lei Complementar nº 195/2022 (Lei Paulo Gustavo) Apoio a Salas de Cinema, por meio da celebração de Termo de Execução Cultural, para receberem apoio financeiro, conforme regras definidas no edital de chamamento;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e67942d24ca18fb9e97d
4;sem_prazo_confirmado;;;atencao;SP;SP/São José do Rio Preto;PNCP — MUNICIPIO DE SAO JOSE DO RIO PRETO;CHAMAMENTO PÚBLICO 06/2025 SMC/PNAB DE FLUCO ORDINÁRIO CONCENTRANDO O RECEBIMENTO , ANÁLISE E SELEÇÃO DE PROPOSTA EM PERÍODO DETERNINADO COM O OBJETIVO DE DESENVOLVEVR A REDE MUNICIPAL DE PONTOS E PONTÕES DE CULTURA DE SÃO JOSE DO RIO PRETO/SP POR MEIO DA POLITICA NACIONAL CULTURA VIVA.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;e8df77e31a73d7557c2f
4;sem_prazo_confirmado;;;atencao;BR;;Instituto Impactarte;Instituto Impactarte abre edital para projetos de impacto social com apoio de até R$ 150 mil;prazo de inscrição;https://www.impactarte.org.br/cadastro-proponente;;portal_em_javascript;sim;ea14b1b3f360d2dc8637
4;sem_prazo_confirmado;;;atencao;MT;MT/Vila Rica;PNCP — MUNICIPIO DE VILA RICA;SELEÇÃO DE ENTIDADE DE DIREITO PRIVADO, SEM FINS LUCRATIVOS, QUALIFICADA COMO ORGANIZAÇÃO DA SOCIEDADE CIVIL DE INTERESSE PÚBLICO – OSCIP, NOS TERMOS DA LEI FEDERAL N° 9.790/99, PARA CELEBRAR TERMO DE PARCERIA PARA FORMAÇÃO DE VÍNCULO DE COOPERAÇÃO, VISANDO O FOMENTO E REALIZAÇÃO DE ATIVIDADES DE IN;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;eaa12d99fc473fb7ac68
4;sem_prazo_confirmado;;;atencao;BA;BA/Alagoinhas;PNCP — MUNICIPIO DE ALAGOINHAS;CHAMAMENTO PÚBLICO PARA CONCESSÃO DE APOIO FINANCEIRO PARA REALIZAÇÃO DE PROJETOS DE AUDIOVISUAL, POR MEIO DE TERMO DE EXECUÇÃO CULTURAL, COM BASE NA LEI COMPLEMENTAR 195/2022 – LEI PAULO GUSTAVO – EDITAL DE QUALIFICAÇÃO EM AUDIOVISUAL E REALIZAÇÃO DE FESTIVAL E MOSTRA DE PRODUÇÕES AUDIOVISUAIS;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;ef09d597d6e5d87b28bd
4;sem_prazo_confirmado;;;atencao;GO;;Assembleia Legislativa do Estado de Goiás (ALEGO);Emenda Parlamentar Estadual — Goiás — captação 2026;prazo de inscrição;https://portal.al.go.leg.br/;;;nao;emenda-estadual-goias-2026
4;sem_prazo_confirmado;;;atencao;BR;;Congresso Nacional (Câmara dos Deputados e Senado Federal);Emenda Parlamentar — Câmara e Senado — captação 2026;prazo de inscrição;https://www.gov.br/transferegov/pt-br;;;nao;emenda-federal-2026
4;sem_prazo_confirmado;;;atencao;GO;;Câmara Municipal de Goiânia;Emenda Parlamentar Municipal — Goiânia — captação 2026;prazo de inscrição;https://www.goiania.go.leg.br/;;;nao;emenda-municipal-goiania-2026
4;sem_prazo_confirmado;;;atencao;SP;SP/Itatinga;;Seleção de projetos para firmar termo de execução cultural com recursos da política nacional Aldir Blanc de fomento à cultura – PNAB (lei nº 14.399/2022) - Proc. Administrativo 2.654/2026;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;f0808d006f8c34765c9a
4;sem_prazo_confirmado;;;atencao;CE;CE/Cariré;PNCP — MUNICIPIO DE CARIRE;CHAMAMENTO PUBLICO PARA SELEÇÃO DE PROJETOS APRESENTADOS POR ORGANIZAÇÕES DA SOCIEDADE CIVIL PARA FINS DE CELEBRAÇÃO DE PARCERIAS, VISANDO A REALIZAÇÃO DE REISADO NA SEDE E EM DIVERSOS DISTRITOS DO MUNICÍPIO DE CARIRÉ-CE;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;f1ca92b53138bf67e586
4;sem_prazo_confirmado;;;atencao;PA;PA/Belterra;PNCP — MUNICIPIO DE BELTERRA;SELEÇÃO DE PROJETOS PARA FIRMAR TERMO DE EXECUÇÃO CULTURAL COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA – PNAB (LEI Nº 14.399/2022) – CICLO 2;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;f23f77917aa8ab75ca26
4;sem_prazo_confirmado;;;atencao;RS;RS/Lagoa Vermelha;PNCP — MUNICIPIO DE LAGOA VERMELHA;CHAMAMENTO PÚBLICO, EM CONFORMIDADE COM A LEI 13.019/14, OBJETIVANDO A CELEBRAÇÃO DE TERMO DE COLABORAÇÂO DE FOMENTO À ATIVIDADES ESPORTIVAS DE FUTEBOL DE CAMPO E FUTSAL, CONTRIBUINDO PARA O APRIMORAMENTO DA PROMOÇÃO DA SAÚDE, SOCIABILIZAÇÃO, CONSTRUÇÃO DE VALORES MORAIS E ÉTICOS, RECREAÇÃO E LAZER.;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;faec894c6ef6362b7f2a
4;sem_prazo_confirmado;;;atencao;RS;RS/Novo Hamburgo;PNCP — MUNICIPIO DE NOVO HAMBURGO;"CHAMAMENTO PÚBLICO CULTURAL Nº 09/2024 - EDITAL DE PREMIAÇÃO DE PONTOS DE CULTURA (PNAB) - CULTURA VIVA DO TAMANHO DO BRASIL! Chamamento Público para premiação de Pontos de Cultura, para o desenvolvimento da ""Rede Municipal de Pontos de Cultura de Novo Hamburgo"", por meio da Política Nacional de Cu";prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;fe6d577d2a1fd4c103a2
4;sem_prazo_confirmado;;;atencao;RJ;RJ/Pinheiral;PNCP — MUNICIPIO DE PINHEIRAL;EDITAL DE SELEÇÃO DE PROJETOS CULTURAIS PARA FIRMAR TERMO DE EXECUÇÃO CULTURAL COM RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA – PNAB (LEI Nº 14.399/2022) DA PREFEITURA MUNICIPAL DE PINHEIRAL/RJ;prazo de inscrição, página oficial;;portal de divulgação, não é a página oficial do edital: serve para descobrir o número do processo e o nome do órgão, e a partir daí a fonte é o site do órgão;pncp_api_consulta;sim;ff227bbb17704f0973bb
4;sem_prazo_confirmado;;;atencao;BR;;Ministério da Cultura — SALIC;Lei Rouanet — Lei 8.313/1991 (PRONAC) — inscrições 2026;prazo de inscrição;http://rouanet.cultura.gov.br/;;;nao;janela-rouanet-2026
5;sem_prazo_confirmado;;;pendencia;;;;Fundação Maria Emília abre edital com apoio de até R$ 1 milhão para projetos em saúde e educação;prazo de inscrição, página oficial;;portal_de_noticia_do_terceiro_setor: não serve como fonte de prazo, objeto, pagina_oficial. Serve, e serve bem, para descobrir o nome do patrocinador e do edital. Dai em diante a fonte e o site do pro;portal_de_noticia_do_terceiro_setor;nao;0c3d1eb59b2a598a0393
5;sem_prazo_confirmado;;;ruido;;;;;objeto, prazo de inscrição, página oficial;;nenhum endereço capturado;;nao;ee43e08f
5;sem_prazo_confirmado;;;vetor;;;;Patrocínio a projetos culturais;prazo de inscrição;https://www.bndes.gov.br/wps/portal/site/home/transparencia/patrocinios;;portal_em_javascript;sim;3dc97bcded767d8821fb
