id;estado;veredito;familia;uf;municipio;inicio;fim;prazo;rota_usada;achado;proximo_passo;objeto;pagina_oficial
80095c34;fechada;reprovado;conteudo_institucional;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_institucional: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
81aedf6f;fechada;reprovado;compra_publica;GO;GO/Mozarlândia;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMAMENTO PUBLICO PARA CREDENCIAMENTO DE LEILOEIROS OFICIAIS.;
83b1ac3d;fechada;aprovado;;RS;Farroupilha;2025-03-10;2025-04-10;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de OSCs com sede em Farroupilha/RS para formalizar parceria por ACORDO DE COOPERACAO, em regime de mutua colaboracao, na Lei 13.019/2014 e decreto municipal, para coleta e triagem de reciclavel conforme PLANO DE TRABALHO. Instrumento, lei e plano de trabalho nomeados: e fomento. ATENCAO de enquadramento: acordo de cooperacao costuma nao envolver repasse financeiro direto, e sim cessao e contrapartidas — conferir no edital o que a cooperativa recebe. Prazo confirmado 10/03 a 10/04/2025, encerrado.;;Credenciamento de organizações da sociedade civil, com sede em Farroupilha/RS, interessadas em formalizar parceria com a Administração Pública, através de celebração de acordo de cooperação, em regime de mútua colaboração, em conformidade com a Lei Federal nº 13.019, de 31 de julho de 2014, e com o Decreto Municipal nº 7.301, de 06 de março de 2023, para a execução de serviços de coleta e triagem de material reciclável, conforme especificado no respectivo Plano de Trabalho e de acordo com o estabelecido neste edital e seus anexos;https://pncp.gov.br/app/editais/89848949000150/2025/176
841e718b;fechada;reprovado;servico_ao_orgao;RJ;RJ/Barra Mansa;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: entidades prestadoras de servicos profissionais na area de saude, atendimento multidisciplinar. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: servico_ao_orgao. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;CREDENCIAMENTO DE ENTIDADES PUBLICAS, FILANTRÓPICAS E/OU SEM FINS LUCRATIVOS E ENTIDADES PRIVADAS, PRESTADORAS DE SERVIÇOS PROFISSIONAIS NA ÁREA DE SAÚDE, EM ATENDIMENTO MULTIDISCIPLINAR, PARA ATENDIMENTO DA CLIENTELA ADULTA E PEDIÁTRICA;
88df90e8;fechada;reprovado;mecanismo_permanente;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade mecanismo_permanente: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;https://www.gov.br/cultura/pt-br/assuntos/acoes-programas-e-politicas/lei-rouanet-1
8a087eb4;fechada;aprovado;;CE;Pedra Branca;2024-04-08;2024-04-08;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Selecao de projetos apresentados por ORGANIZACOES DA SOCIEDADE CIVIL para execucao de projeto cultural na modalidade ginastica ritmica, pela SECULT de Pedra Branca/CE. Fomento a projeto de OSC, sem ambiguidade. A API devolve 08/04/2024 como abertura e encerramento — data de fachada, prazo real no edital, oportunidade vencida.;;Objeto: Seleção de projetos apresentados por organizações da sociedade civil (OSC) para execução de projeto cultural – Modalidade Ginastica Rítmica, para crianças e adolescentes, de faixa etária de 04 a 13 anos, residentes no Município de Pedra Branca, visando incorporar a ginastica rítmica na cultura e arte local.;https://pncp.gov.br/app/editais/07726540000104/2024/8
8a95509d;fechada;reprovado;conteudo_editorial;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_editorial: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
8cd40b7f;fechada;reprovado;compra_ou_fornecimento;PE;PE/Santa Maria da Boa Vista;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_ou_fornecimento: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CREDENCIAMENTO PÚBLICO, com o objetivo de realizar a Aquisição de Gêneros Alimentícios oriundos da Agricultura Familiar e do Empreendedor Familiar Rural ou de suas organizações, destinados à alimentação escolar dos alunos da Rede Municipal;
8d68b63a;fechada;atencao;;RS;Canoas;2026-03-20;2027-12-31;aberto;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;ABERTO. Credenciamento de AGREMIACOES CARNAVALESCAS e agremiacoes de samba com personalidade juridica, SEM FINS LUCRATIVOS e razao social de carnaval, sediadas em Canoas/RS, para participacao em eventos do municipio. Destinatario exclusivo sao entidades sem fins lucrativos de um nicho especifico — concorrencia baixissima. O que o objeto nao diz e se a participacao e remunerada por apoio (fomento) ou por cache. Janela real de 20/03/2026 a 31/12/2027: credenciamento permanente, aberto por mais de um ano. Registro que estava perdido no portal do TCE-RS e foi relocalizado pela busca oficial do PNCP.;;Credenciamento de Agremiações Carnavalescas, Agremiações de Samba com personalidade jurídica, sem fins lucrativos, com razão social carnaval, sediadas em canoas, para participação em eventos promovidos no Município;https://pncp.gov.br/app/editais/88577416000118/2026/44
8de3468c;fechada;aprovado;;DF;Brasília;2026-08-31;2026-09-15;aberto;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;ABERTO E ACIONAVEL. Credenciamento de ORGANIZACOES DA SOCIEDADE CIVIL para habilitacao previa e composicao de CADASTRO DE PARCEIROS aptos a propor, estruturar e executar de forma descentralizada projetos de impacto no empreendedorismo feminino e nos pequenos negocios, nas diretrizes do Nucleo Estrategico de Empreendedorismo Feminino criado pela Portaria MEMP 261, de 02/07/2026. E o credenciamento previo do art. 30 da Lei 13.019/2014: entrar no cadastro e a condicao para receber parceria depois. Prazo CONFIAVEL — a API traz janela real de 31/08 a 15/09/2026, com datas distintas, nao data de fachada. O mesmo orgao teve credenciamento identico em novembro de 2025 (registro 124e7299): e porta recorrente. FECHA EM 15/09/2026.;;Credenciamento de organizações da sociedade civil, para fins de habilitação prévia e composição de cadastro de parceiros aptos a propor, estruturar e executar, de forma descentralizada, projetos de impacto voltados ao fortalecimento do ecossistema de empreendedorismo feminino e ao desenvolvimento sustentável dos pequenos negócios, em consonância com as diretrizes do Núcleo Estratégico de Empreendedorismo Feminino (NEEF), criado pela Portaria a MEMP nº 261, de 2 de julho de 2026.;https://pncp.gov.br/app/editais/18299670000116/2026/59
8ed7377b;fechada;atencao;;MG;Montes Claros;2024-11-07;2026-11-09;aberto;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"PRAZO CONFIRMADO NO DOCUMENTO: ""DATA/HORA PARA ENTREGA DOS ENVELOPES: A partir das 08h do dia 07 de novembro de 2024 ate as 18h do dia 09 de novembro de 2026, na sala de Licitacoes da Prefeitura Municipal de Montes Claros"", e o edital diz que o interessado pode solicitar credenciamento ""pelos 24 meses subsequentes a publicacao"". Confirma a janela da API: credenciamento permanente, ABERTO ate 09/11/2026 as 18h. Entidade que opere acolhimento de idosos ainda entra.";;CHAMAMENTO PUBLICO PARA CREDENCIAMENTO DE INSTITUICOES PRIVADAS COM OU SEM FINS LUCRATIVOS ESPECIALIZADA NA PRESTACAO DE SERVICO DE ACOLHIMENTO DE LONGA PERMANENCIA PARA PESSOAS IDOSAS DO SEXO FEMININO E MASCULINO COM GRAU DE DEPENDENCIA I II E III CONFORME RESOLUCAO DE DIRETORIA COLEGIADA RDC N 502 DE 27 DE MAIO DE 2021 RESIDENTES NO MUNICIPIO DE MONTES CLAROS MG.;https://pncp.gov.br/app/editais/22678874000135/2024/589
8f07b807;fechada;reprovado;servico_ao_orgao;PB;PB/Santa Rita;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade servico_ao_orgao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;[Portal de Compras Públicas] - CREDENCIAMENTO DE PESSOAS JURÍDICAS, PREFERENCIALMENTE SEM FINS LUCRATIVOS, ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS MÉDICOS DE FORMA COMPLEMENTAR, COM A FINALIDADE DE REALIZAR PROMOÇÃO, PREVENÇÃO, DIAGNÓSTICO E TRATAMENTO AOS USUÁRIOS DO SUS, OFERTADOS NAS UNIDADES DE S;
8f2b3454;fechada;aprovado;;BA;Andorinha;2025-07-16;2026-07-16;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;CREDENCIAMENTO PREVIO DE OSCs para o estabelecimento de PARCERIAS voltadas ao gerenciamento e execucao de acoes em politicas publicas municipais. E fomento: credenciamento previo e a porta de entrada do art. 30 da Lei 13.019/2014, e o instrumento e parceria. Prazo confirmado 16/07/2025 a 16/07/2026, encerrado. Andorinha/BA repete o modelo todo ano: revisitar em junho.;;CREDENCIAMENTO PRÉVIO DE ORGANIZAÇÕES DA SOCIEDADE CIVIL OSCS PARA O ESTABELECIMENTO DE PARCERIAS VOLTADAS AO GERENCIAMENTO E EXECUÇÃO DE AÇÕES EM CUMPRIMENTO ÀS POLÍTICAS PÚBLICAS MUNICIPAIS. ESSAS PARCERIAS VISAM O DESENVOLVIMENTO DE PROJETOS E INICIATIVAS QUE FORTALEÇAM AS ATIVIDADES .;https://pncp.gov.br/app/editais/16448870000168/2025/216
927812b3;fechada;reprovado;servico_ao_orgao;BA;Lajedinho;2024-04-08;2025-04-08;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento para prestar a administracao servicos de pedreiro e pintor, remunerados por precos fixados pela administracao. Prazo confirmado 08/04/2024 a 08/04/2025.;;O presente credenciamento tem o objetivo de permitir que todo interessado que preencha os requisitos previstos neste Edital possa prestar à administração os de serviços Pedreiro e Pintor para atender as demandas do Fundo Municipal de Assistência Social junto ao Programa de Melhoria Habitacional, para famílias em situação de vulnerabilidade social, discriminados no Termo de Referência, a serem remunerados com base nos preços fixados pela administração.;https://pncp.gov.br/app/editais/13810544000160/2024/49
92887db7;fechada;reprovado;servico_ao_orgao;SC;Aurora;2024-04-25;2024-05-27;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de PJ especializadas para execucao de servicos em VEICULOS, MAQUINAS E EQUIPAMENTOS do Municipio de Aurora/SC, nos arts. 78 e 79-I da Lei 14.133/2021. Manutencao de frota. Prazo confirmado 25/04 a 27/05/2024.;;MUNICÍPIO DE AURORA, Estado de Santa Catarina, localizada na Rodovia SC 350, n° 408, Centro, município de Aurora, Pessoa Jurídica de Direito Público CNPJ Nº 82.102.652/0001-47 representado neste ato pelo Prefeito Municipal, torna público para o conhecimento dos interessados, que está procedendo ao CHAMAMENTO PÚBLICO, nos termos da Lei 14.133/2021, arts. 78 e 79 - I, para CREDENCIAMENTO de pessoas jurídicas especializadas para a execução de serviços nos veículos, máquinas e equipamentos do Município.;https://pncp.gov.br/app/editais/83102624000147/2024/33
92c21c1e;fechada;aprovado;;CE;Tamboril;2025-06-25;2025-12-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento para celebracao de TERMO DE COLABORACAO, em regime de MUTUA COOPERACAO, para execucao das Feiras da Agricultura Familiar em Tamboril/CE. Instrumento de fomento nomeado. Prazo confirmado 25/06 a 31/12/2025, encerrado.;;CREDENCIAMENTO PARA FINS DE CELEBRAÇÃO DE TERMO DE COLABORAÇÃO, COM DURAÇÃO CERTA, EM REGIME DE MÚTUA COOPERAÇÃO, COM A FINALIDADE DE EXECUÇÃO DAS FEIRAS DA AGRICULTURA FAMILIAR INCLUINDO ATRAÇÃO MUSICAL, INFRAESTRUTURA, MATERIAL GRAFICO E DEMAIS ITENS INDISPENSAVEIS PARA O PLENO SUCESSO DAS FEIRAS JUNTO A SECRETARIA DE AGRICULTURA DO MUNICIPIO DE TAMBORIL - CE.;https://pncp.gov.br/app/editais/07705817000104/2025/222
93433ccd;fechada;reprovado;resultado_de_edital;SC;Araranguá;2026-06-01;2026-06-01;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Mesmo padrao: contratacao de fonoaudiologo de nivel superior, decorrente do Edital 001/CISAMESC/2026. Ato decorrente. 01/06/2026. O consorcio CISAMESC publica cada contratacao como registro proprio no PNCP: sao quatro na base, todas do mesmo edital.;;Contratação de profissional especializado em serviço de profissional de nível superior na atenção especializada (exceto médico) Fonoaudiologia geral (40 h semanais), conforme Comunicação Interna, nos termos do contrato de programa nº 002/2026 Celebrado entre o CONSÓRCIO PÚBLICO INTERFEDERATIVO DE SAÚDE DA AMESC - CISAMESC e o Fundo Municipal de Saúde de Araranguá e decorrente do EDITAL DE CHAMAMENTO PÚBLICO Nº 001/CISAMESC/2026.;https://pncp.gov.br/app/editais/01356308000137/2026/25
93aa2d9d;fechada;reprovado;servico_ao_orgao;GO;Trombas;2024-03-11;2024-03-13;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento para profissionais da saude do Fundo Municipal de Saude de Trombas/GO, exercicio 2024. Prazo confirmado 11 a 13/03/2024.;;CREDENCIAMENTO PARA OS PROFISSIONAIS DA SAUDE. ATENDENDO AS NECESSIDADES DO FUNDO MUNICIPAL DE SAÚDE DE TROMBAS NO EXERCÍCIO 2024. (CHAMAMENTO PÚBLICO 001/2024 FMS TROMBAS).;https://pncp.gov.br/app/editais/11344805000179/2024/3
947fe159;fechada;aprovado;;MG;Confins;2024-11-28;2024-11-28;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Chamamento por credenciamento para PREMIACAO de agente cultural e de acoes de cultura de Confins/MG, com recursos do PNAB, regido pelos Decretos 11.453/2023 e 11.740/2023 e pela IN MinC 10/2023. Premiacao com recurso do PNAB e fomento: o repasse e nao reembolsavel e admite agente cultural pessoa juridica sem fins lucrativos. A API devolve 28/11/2024 nas duas datas — fachada, prazo real no edital, oportunidade vencida.;;CHAMAMENTO PÚBLICO POR CREDENCIAMENTO PARA PREMIAÇÃO DE AGENTE CULTURAL, ATIVIDADES OU AÇÕES DE CULTURA DO MUNICÍPIO DE CONFINS, NOS TERMOS DOS RECURSOS DA POLÍTICA NACIONAL ALDIR BLANC DE FOMENTO À CULTURA - PNAB (LEI Nº 14.399/2022 - Política Nacional Aldir Blanc, que se regerá pelas disposições dos Decretos Federais 11.453/2023, Decreto nº 11.740/2023, Instrução Normativa MinC 10 de 28 de dezembro de 2023 e suas alterações posteriores e as condições estabelecidas no presente termo e anexos;https://pncp.gov.br/app/editais/01006232000110/2024/69
989fb309;fechada;reprovado;compra_ou_fornecimento;MA;MA/Guimarães;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_ou_fornecimento: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;CHAMAMENTO  PÚBLICO, com utilização do procedimento auxiliar de CREDENCIAMENTO, tendo como objeto a  Aquisição  de  gêneros alimentícios diversos oriundos da agricultura familiar destinados à alimentação escolar dos alunos da rede municipal de ensino de Guimarães-MA;
98adb3ec;fechada;aprovado;;SP;Ribeirão Preto;2025-09-25;2025-10-29;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Chamada publica para credenciamento de COOPERATIVAS DE CATADORES de materiais reciclaveis, SEM FINS LUCRATIVOS, constituidas no municipio e formadas por pessoas fisicas de baixa renda, para triagem, classificacao, armazenamento e COMERCIALIZACAO dos reciclaveis da coleta seletiva de Ribeirao Preto/SP. Destinatario exclusivo sao cooperativas sem fins lucrativos de baixa renda, e o modelo da coleta seletiva solidaria da Lei 12.305 e parceria com cessao do material — a cooperativa se sustenta da venda do reciclavel. E oportunidade real para cooperativa de catadores, ainda que nao seja repasse direto. Prazo confirmado 25/09 a 29/10/2025, encerrado. Ciclo recorrente.;;Chamada Pública para credenciamento de cooperativas de catadores de materiais recicláveis, sem fins lucrativos, constituídas no município de Ribeirão Preto, formadas por pessoas físicas de baixa renda, com o uso de equipamentos compatíveis com as normas técnicas, ambientais e de saúde pública, para realizarem a triagem, classificação, armazenamento e comercialização dos resíduos sólidos recicláveis da coleta seletiva do município de Ribeirão Preto, conforme edital e seus anexos.;https://pncp.gov.br/app/editais/56024581000156/2024/708
98ea4aea;fechada;atencao;;BA;Salvador;2025-03-11;2025-04-11;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de Instituicao Sem Fins Lucrativos para Apoio a Fiscalizacao Preventiva Integrada na Bacia do Rio Sao Francisco, pelo Conselho Regional dos Tecnicos Industriais da Bahia. Admite expressamente entidade sem fins lucrativos e o objeto e apoio institucional, nao venda de procedimento — mas o objeto nao nomeia instrumento nem diz se ha repasse. Prazo confirmado 11/03 a 11/04/2025, encerrado. Fonte de conselho profissional: familia de fonte que o catalogo quase nao cobre e que vale monitorar.;;Chamamento Público para Credenciamento de Instituição Sem Fins Lucrativos para Apoio à Fiscalização Preventiva Integrada na Bacia do Rio São Francisco;https://pncp.gov.br/app/editais/32784905000196/2025/5
99cffd84;fechada;atencao;;AL;Maceió;2024-08-07;2024-08-12;encerrado;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"PRAZO CONFIRMADO NO DOCUMENTO da SETUR de Alagoas: ""Prazo para inscricao e apresentacao da documentacao exigida (a documentacao deve ser apresentada no PNCP) 07/08/2024 a 12/08/2024. Analise e avaliacao das inscricoes 13/08/2024 a 14/08/2024"". O cronograma mostra que HAVIA inscricao com documentacao e avaliacao — portanto era selecao de participante do Feirao do Turismo, nao apenas divulgacao. Encerrado, o evento de 2024 ja ocorreu. Vale como fonte: a SETUR/AL abre chamamento com inscricao pelo PNCP.";;Edital de Chamamento Público nº 01/2024 para realização da 1ª edição do “Feirão do Turismo Conheça o Brasil, iniciativa do Ministério do Turismo em parceria com o Conselho Nacional do Turismo.;https://pncp.gov.br/app/editais/12200176000176/2024/359
99e02c48;fechada;reprovado;contrato_de_gestao;GO;GO/Alto Paraíso de Goiás;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade contrato_de_gestao: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;EDITAL DE CHAMAMENTO PARA MANIFESTAÇÃO DE INTERESSE DAS ORGANIZAÇÕES SOCIAIS PARA CELEBRAÇÃO DE CONTRATO DE GESTÃO;https://pncp.gov.br/app/editais/07720960000175/2024/30
9a2cb815;fechada;reprovado;uso_de_espaco_publico;MT;MT/Sinop;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Objeto: mesmo objeto do registro 1dcb5c58, capturado duas vezes: comercializacao de alimentos e bebidas em evento. O prazo nao foi confirmado e isso deixou de importar: o registro nao e edital de fomento a OSC, e nenhuma data mudaria esse veredito. Familia de inconformidade: uso_de_espaco_publico. Fica na base como reprovado, com o motivo, e nao consome mais fila de verificacao.;;[Portal de Compras Públicas] - Chamamento Público para credenciamento de empresas que tenham interesse na comercialização de alimentos e bebidas de empresas públicas e/ou privadas   para atender a realização do evento “Festividades de 50 anos de Sinop” alusivo ao “Aniversário de 50 anos do município;
9a783029;fechada;reprovado;servico_ao_orgao;MG;Barão de Cocais;2024-07-08;2024-08-08;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Registro irmao do 1c3e7900: mesmo municipio, mesmo objeto, editais 192 e 193. Internacao psiquiatrica por ordem judicial. Prazo confirmado 08/07 a 08/08/2024.;;Credenciamento de Clínica ou Hospital especializado para tratamento de transtornos mentais graves, severos e moderado para ambos os sexos, maiores de 18 anos, mediante atendimento especializado com equipe multidisciplinar em regime de internação por ordem judicial (compulsória) e /ou involuntária.;https://pncp.gov.br/app/editais/18317685000160/2025/2
9c20c080;fechada;reprovado;cache_artistico;PR;Matinhos;2024-06-06;2024-06-06;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Contratacao de pessoas juridicas e fisicas para desempenhar atividades artisticas nas comemoracoes do 57o aniversario de Matinhos/PR, conforme classificacao do edital 001/2024. E cache de apresentacao, e o registro e o ato decorrente da classificacao. Prazo confirmado 06/06/2024.;;CONTRATAÇÃO DE PESSOAS JURÍDICAS/FISÍCAS, PARA DESEMPENHAR ATIVIDADES ARTÍSTICAS JUNTO A PREFEITURA MUNICIPAL DE MATINHOS, PARA AS COMEMORAÇÕES ALUSIVAS AO 57º ANIVERSÁRIO DE MATINHOS CONFORME CLASSIFICAÇÃO DO EDITAL DE CHAMAMENTO PÚBLICO N° 001/2024/DEPARTAMENTO DE CULTURA.;https://pncp.gov.br/app/editais/76017466000161/2024/44
9d21d4e6;fechada;aprovado;;GO;;2026-03-13;2026-04-17;encerrado;paginas e PDFs oficiais da SECULT/GO (goias.gov.br), lidos da nuvem;"Os 14 editais do PNAB 2026 de Goias (01 a 14/2026) tiveram INSCRICOES DE 13/03/2026 A 17/04/2026 — TODAS ENCERRADAS. Confirmado em dois documentos oficiais: a retificacao publicada no Diario Oficial de 19/08/2026 (editais 12, 13 e 14: ""Envio das inscricoes 13/03/2026 17/04/2026"") e a errata de 01/09/2026 (editais 04 e 06: mesma janela de inscricao, com a avaliacao de merito prorrogada de 30/06 para 25/08/2026). As seis retificacoes de cronograma mexeram apenas nas etapas POSTERIORES a inscricao. Estado hoje: resultados saindo — resultado preliminar 08/09, prazo recursal 09 a 11/09, resposta aos recursos 14 a 18/09, RESULTADO FINAL 21/09/2026 (editais 12/13/14) e 14/09/2026 (edital 06). Nada a inscrever, ha prazo recursal correndo para quem se inscreveu.";;Errata e retificacao de cronograma dos Editais do PNAB 2026 (Politica Nacional Aldir Blanc) da SECULT/GO.;https://goias.gov.br/cultura/pnab/edital-2026-pnab/
9ef08da8;fechada;reprovado;convenio_de_desconto;SP;São Paulo;2024-07-03;2026-06-01;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de PJ interessadas em conceder DESCONTOS em servicos e bens aos funcionarios do DETRAN-SP. Nao ha repasse: e convenio de beneficio a servidor. Mesma familia nova do caso do CRC do Ceara. Prazo confirmado 03/07/2024 a 01/06/2026.;;Chamamento público para o credenciamento de pessoas jurídicas de direito privado interessadas na concessão de descontos em serviços prestados ou fornecimento de bens, beneficiando com descontos reais e diferenciados aos funcionários ativos deste Departamento Estadual de Trânsito DETRAN-SP.;https://pncp.gov.br/app/editais/15519361000116/2025/1
a043a375;fechada;reprovado;conteudo_editorial;;;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade conteudo_editorial: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;;
a092ae2c;fechada;reprovado;compra_publica;BA;BA/Ipirá;;;sem_prazo_confirmado;decidido pelo proprio objeto, sem necessidade do documento;Familia de inconformidade compra_publica: o objeto por si so define o veredito. Prazo nao confirmado deixou de importar, porque o registro nao e edital de fomento a OSC e nenhuma data mudaria isso.;;credenciamento para Chamamento Público para fins de credenciamento para contratação de pessoa jurídica para prestação de serviços ambulatoriais de tratamento esclerosante não estético de varizes, de acordo com tabela SAI-SUS, visando atender as demandas do município de Ipirá;https://pmipira.transparenciaoficialba.com.br/pagina?ref=home
a26f47ec;fechada;reprovado;servico_ao_orgao;RJ;Rio de Janeiro;2024-10-01;2024-10-09;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de PJ com PREFERENCIA a entidades filantropicas e sem fins lucrativos, prestadoras de RADIOTERAPIA a usuarios do SUS referenciados pela Central Estadual de Regulacao do Rio de Janeiro, com quantitativos em Proposta Detalhe. Remuneracao por procedimento regulado. Prazo confirmado 01 a 09/10/2024. E receita relevante para hospital filantropico de oncologia, mas nao e fomento.;;Credenciamento de pessoas jurídicas de direito privado, com preferência às entidades filantrópicas e as sem fins lucrativos, prestadoras de serviços privados de RADIOTERAPIA, para atendimento aos usuários do Sistema Único de Saúde, referenciados pela Central Estadual de Regulação, conforme especificações, quantitativos e condições descritas na Proposta Detalhe (Anexo I).;https://pncp.gov.br/app/editais/42498600000171/2024/6588
a44774f9;fechada;atencao;;BA;Salvador;2024-07-05;2024-12-31;encerrado;objeto integral declarado pelo proprio orgao na API oficial de consulta do PNCP, lido registro por registro;Credenciamento de PJ SEM FINS LUCRATIVOS para ampliacao regular e continuada da oferta ambulatorial de reabilitacao intelectual, fisica, auditiva e visual, nas diretrizes da PNAISPD e da Rede de Cuidados a Pessoa com Deficiencia no SUS. E o credenciamento classico de APAE e entidade de reabilitacao: a remuneracao e por procedimento em tabela SUS, portanto receita de servico e nao fomento — mas e receita relevante e recorrente para esse perfil de entidade. Prazo confirmado 05/07 a 31/12/2024. Estado da Bahia repete anualmente.;;CREDENCIAMENTO DE PESSOAS JURÍDICAS SEM FINS LUCRATIVOS PARA AMPLIAÇÃO REGULAR E CONTINUADA DA OFERTA AMBULATORIAL DE REABILITAÇÃO INTELECTUAL OU INTELECTUAL E FÍSICA OU INTELECTUAL E AUDITIVA OU INTELECTUAL E VISUAL EM OBSERVÂNCIA ÀS DIRETRIZES DA POLÍTICA NACIONAL DE ATENÇÃO INTEGRAL À SAÚDE DA PESSOA COM DEFICIÊNCIA – PNAISPD E DA REDE DE CUIDADOS À PESSOA COM DEFICIÊNCIA NO ÂMBITO DO SISTEMA ÚNICO DE SAÚDE SUS;https://pncp.gov.br/app/editais/13937032000160/2024/1033
a500abb8;fechada;atencao;;SP;Bauru;2026-02-06;2026-03-09;encerrado;documento do edital anexado pelo proprio orgao ao registro do PNCP, baixado e lido por pdf.js no navegador do titular (origem declarada);"PRAZO CONFIRMADO NO DOCUMENTO de Bauru/SP: o item ""5. CRONOGRAMA DE DATAS"" traz 05 e 06/02, 09/03 e 14/03/2026, coerente com a janela da API de 06/02 a 09/03/2026. Encerrado.";;CHAMAMENTO PÚBLICO PARA SELEÇÃO DE ORGANIZAÇÕES DA SOCIEDADE CIVIL (OSCS) PARA CREDENCIAMENTO DE SERVIÇOS DE ATENÇÃO RESIDENCIAL DE CARÁTER TRANSITÓRIO, CARACTERIZADOS COMO COMUNIDADES TERAPÊUTICAS ACOLHEDORAS, NA FORMA, QUANTIDADE E ESPECIFICAÇÕES PREVISTAS NO ANEXO I DO EDITAL.;https://pncp.gov.br/app/editais/46137410000180/2023/18
